epoch,created_at,val_loss
0,2020-05-12 10:44:51.363415,
0,2020-05-12 10:44:51.526961,27.63102149963379
1,2020-05-12 10:44:51.744381,
1,2020-05-12 10:44:51.901964,27.63102149963379
