epoch,created_at,val_loss
0,2020-05-12 10:37:50.783701,
0,2020-05-12 10:37:50.940283,2.1774213314056396
1,2020-05-12 10:37:51.163686,
1,2020-05-12 10:37:51.320266,1.4939069747924805
