epoch,created_at,val_loss
0,2020-05-12 10:38:27.212162,
0,2020-05-12 10:38:27.368741,1.7146503925323486
1,2020-05-12 10:38:27.596700,
1,2020-05-12 10:38:27.750797,1.3014707565307617
