epoch,created_at,val_loss
0,2020-05-12 10:39:48.781617,
0,2020-05-12 10:39:48.946176,0.8957974910736084
1,2020-05-12 10:39:49.167890,
1,2020-05-12 10:39:49.327465,0.557981014251709
