epoch,created_at,val_loss
0,2020-05-12 10:37:10.986364,
0,2020-05-12 10:37:11.143943,0.014834035187959671
1,2020-05-12 10:37:11.362877,
1,2020-05-12 10:37:11.510471,0.004456720780581236
