epoch,created_at,val_loss
0,2020-05-12 10:42:47.266916,
0,2020-05-12 10:42:47.431493,27.63102149963379
1,2020-05-12 10:42:47.658885,
1,2020-05-12 10:42:47.820454,27.63102149963379
